component,observed_eigenvalue,random_mean,random_95pct,retain
1,2.8406100765210724,1.0997316516663174,1.1466660060804603,True
2,1.2070400573873366,1.0424752359969855,1.0746864082628274,True
3,0.49294666333067844,0.9986279899151523,1.0226906815536325,False
4,0.3407334140931765,0.956143864179006,0.9828289531250347,False
5,0.11866978866773409,0.9030212582425372,0.9393105824247476,False
