Unnamed: 0,ilo_exposure_mean,observed_exposure,HM_equal_z,HM_PCA1,growth,opening_rate,log_wage,transfer
ilo_exposure_mean,1.0,0.6503960011323975,-0.2697140520086304,0.0066405755959496,-0.0353077816999374,-0.2303911819033667,0.2543427950934227,-0.1942771139681385
observed_exposure,0.6503960011323975,1.0,-0.2605973959157459,-0.054082464864955,-0.0102671942109331,-0.1562950224311087,0.1675708422644762,-0.1340284562455724
HM_equal_z,-0.2697140520086304,-0.2605973959157459,1.0,0.9253262337754454,0.2625320031586047,-0.1305038694930385,0.2586496344926672,-0.178972661332065
HM_PCA1,0.0066405755959496,-0.054082464864955,0.9253262337754454,1.0,0.30735473059826,-0.2290974357089941,0.4273566693740333,-0.3055497043144646
growth,-0.0353077816999374,-0.0102671942109331,0.2625320031586047,0.30735473059826,1.0,0.0923178469003759,0.2925566592897466,-0.1494374391652771
opening_rate,-0.2303911819033667,-0.1562950224311087,-0.1305038694930385,-0.2290974357089941,0.0923178469003759,1.0,-0.6347305271428734,0.8617845294593205
log_wage,0.2543427950934227,0.1675708422644762,0.2586496344926672,0.4273566693740333,0.2925566592897466,-0.6347305271428734,1.0,-0.6538034870143058
transfer,-0.1942771139681385,-0.1340284562455724,-0.178972661332065,-0.3055497043144646,-0.1494374391652771,0.8617845294593205,-0.6538034870143058,1.0
