outcome,ai_source,hm_spec,interaction,controls,winsor,weighted,high_mapping_conf,term,std_beta,robust_se,p_value,n,r2,adj_r2,p_fdr_bh
log_wage,ilo_exposure_mean,HM_equal_z,True,True,False,False,False,self_emp,-0.0033436447994229,0.0296660988869461,0.9102610396577444,566,0.7437079240525903,0.7308456823228876,
log_wage,ilo_exposure_mean,HM_PCA1,False,True,False,False,False,AI,0.0243579443743296,0.0465619773075514,0.6008841308687634,566,0.7479327432566977,0.7357736548052582,0.7584011666535979
log_wage,ilo_exposure_mean,HM_PCA1,False,True,False,False,False,HM,0.1683967309761746,0.0294002650501417,1.0178439326266452e-08,566,0.7479327432566977,0.7357736548052582,7.512414804409865e-07
log_wage,ilo_exposure_mean,HM_PCA1,False,True,False,False,False,log_emp,-0.049054139877475,0.0244139295385295,0.0445086653479797,566,0.7479327432566977,0.7357736548052582,
log_wage,ilo_exposure_mean,HM_PCA1,False,True,False,False,False,education_ord,0.7277567054691787,0.0543408363711497,6.693953781803697e-41,566,0.7479327432566977,0.7357736548052582,
log_wage,ilo_exposure_mean,HM_PCA1,False,True,False,False,False,self_emp,-0.0054100429384791,0.0285562240859642,0.8497383204685367,566,0.7479327432566977,0.7357736548052582,
log_wage,ilo_exposure_mean,HM_PCA1,True,True,False,False,False,AI,0.0281143601631085,0.048316035339965,0.5606443687101255,566,0.7481075413062318,0.7354660982119349,0.7398193731432583
log_wage,ilo_exposure_mean,HM_PCA1,True,True,False,False,False,HM,0.1709425287658234,0.0299715857949585,1.1738148131890416e-08,566,0.7481075413062318,0.7354660982119349,7.512414804409865e-07
log_wage,ilo_exposure_mean,HM_PCA1,True,True,False,False,False,AIxHM,0.016379650058869,0.0266037401641432,0.5380993053417942,566,0.7481075413062318,0.7354660982119349,0.7225333138763266
log_wage,ilo_exposure_mean,HM_PCA1,True,True,False,False,False,log_emp,-0.0496882294043546,0.0243278718249481,0.0411078610824972,566,0.7481075413062318,0.7354660982119349,
log_wage,ilo_exposure_mean,HM_PCA1,True,True,False,False,False,education_ord,0.729185838530727,0.0543747296392238,5.25681036467266e-41,566,0.7481075413062318,0.7354660982119349,
