Unnamed: 0,ilo_exposure_mean,observed_exposure,HM_equal_z,HM_PCA1,growth,opening_rate,log_wage,transfer
ilo_exposure_mean,1.0,0.644610089652757,-0.2389176779208353,0.0346639309827726,0.0234301387225326,-0.2970902072829683,0.3801070921219621,-0.284773513971107
observed_exposure,0.644610089652757,1.0,-0.2065026491839988,0.0187945991587082,0.0397025357094797,-0.2137394551289808,0.2775153526848243,-0.2294451893885595
HM_equal_z,-0.2389176779208353,-0.2065026491839988,1.0,0.9224803998510092,0.2461730606030877,-0.0870556464090358,0.2028472094265778,-0.1273671533604628
HM_PCA1,0.0346639309827726,0.0187945991587082,0.9224803998510092,1.0,0.2847853763826812,-0.2088048000018665,0.3679958597699259,-0.278359753258925
growth,0.0234301387225326,0.0397025357094797,0.2461730606030877,0.2847853763826812,1.0,0.0240078242662801,0.3064003380205224,-0.2083929125071299
opening_rate,-0.2970902072829683,-0.2137394551289808,-0.0870556464090358,-0.2088048000018665,0.0240078242662801,1.0,-0.6801097896954263,0.8365001077487086
log_wage,0.3801070921219621,0.2775153526848243,0.2028472094265778,0.3679958597699259,0.3064003380205224,-0.6801097896954263,1.0,-0.6760976544993096
transfer,-0.284773513971107,-0.2294451893885595,-0.1273671533604628,-0.278359753258925,-0.2083929125071299,0.8365001077487086,-0.6760976544993096,1.0
